Rank,Company,Best Composite,Mean Composite,Tier,Sites,Proximity,Fit %,Density,Min Distance (mi),Nearest Primo Site,"City, State",Segment,Confidence
5277,Founders Club Shipping Fulfillment Center,22.52,22.52,C,1,23,33.3,0,44.4,US PL Denver Factory,"Monument, CO",3pl,medium
5278,Acme Southern Inc.,22.49,22.49,D,1,14,0,5,59.8,US PL McBee Factory,"Charlotte, NC",shipper,low
5279,Power eCommerce Solutions - FBA Prep & 3PL Warehouse - Cold Storage,22.48,22.48,D,1,6,33.3,3,82.8,US PL Madison Factory,"Elgin, IL",3pl,medium
5280,CORE X HUTT,22.47,22.47,D,1,14,0,5,59.9,US PL Mecosta Factory,"Hudsonville, MI",shipper,low
5281,Fulfillment and Shipping - B&H Photo - Warehouse and Shipping Center,22.46,22.46,C,1,17,33.3,1,52.8,US DC NFI - Breinigsville,"Florence, NJ",3pl,medium
5282,HAMMERLEDS® - US Fulfillment Center,22.46,22.46,C,1,6,33.3,3,83,US PL Mecosta Factory,"Traverse City, MI",3pl,medium
5283,eFulfillment Service,22.45,22.45,C,1,6,33.3,3,83.1,US PL Mecosta Factory,"Traverse City, MI",shipper,medium
5284,Celina Ice & Cold Storage Co.,22.44,22.44,C,1,23,33.3,0,44.6,US PL Dallas 2 Factory,"Celina, TX 75009, USA",shipper,medium
5285,"Celgard, LLC - Concord Manufacturing Facility",22.44,22.44,D,1,10,26.7,3,69.4,US PL McBee Factory,"Concord, NC",shipper,medium
5286,GAF Warehouse,22.43,22.43,C,1,17,33.3,1,52.9,US PL McBee Factory,"Chester, SC",shipper,medium
5287,Waco Bottling - Otis,22.42,22.42,D,1,6,33.3,3,83.3,US PL Dallas 2 Factory,"Woodway, TX",shipper,medium
5288,Podmore Manufacturing Inc.,22.4,22.4,D,1,26,26.7,0,40.2,US PL Hollis Factory,"Pittsfield, NH",shipper,medium
5289,Grand Traverse Sauce Company,22.39,22.39,C,1,6,33.3,3,83.6,US PL Mecosta Factory,"Traverse City, MI",shipper,low
5290,Pacific Terminal Services Company,22.34,22.21,D,2,24,0,3,42.5,US PL Ontario Factory,"San Pedro, CA",shipper,medium
5291,Willow Cold Storage,22.31,22.31,C,1,22,33.3,0,44.9,US PL Mecosta Factory,"Walkerville, MI",shipper,medium
5292,Roadrunner cold storage,22.31,22.31,C,1,22,33.3,0,44.9,US PL Cabazon Factory,"Thermal, CA",shipper,medium
5293,Polaris Connectors,22.29,22.29,D,1,41,0,0,27.1,US PL Zephyrhills Factory,"Odessa, FL",shipper,low
5294,Stingray Manufacturing Llc,22.29,22.29,D,1,21,26.7,1,47.5,US PL Hollis Factory,"Brentwood, NH",shipper,medium
5295,S&L Cold Storage,22.28,22.28,C,1,17,33.3,1,53.4,US PL Allentown NPL Factory,"Mickleton, NJ",shipper,medium
5296,FAYAT Distribution Center,22.27,22.27,C,1,22,33.3,0,45,US PL McBee Factory,"Ridgeway, SC",shipper,medium
5297,Poulin Cultivation & Processing,22.27,22.27,C,1,22,33.3,0,45,US PL Poland Spring Factory,"Jefferson, ME",shipper,medium
5298,Arbre Farms,22.27,22.27,C,1,22,33.3,0,45,US PL Mecosta Factory,"Walkerville, MI",shipper,low
5299,"Pax Industries, Inc.",22.27,22.27,D,1,13,0,5,60.7,US PL McBee Factory,"Charlotte, NC",shipper,low
5300,Store Supply Warehouse,22.27,22.27,C,1,6,33.3,3,84.7,US PL Hawkins Factory,"Shreveport, LA",shipper,medium
5301,APM Maersk,22.25,22.25,D,1,24,0,3,42.7,US PL Ontario Factory,"San Pedro, CA",shipper,low
5302,TMC Transportation,22.25,22.25,D,1,13,0,5,60.8,US PL McBee Factory,"Gaston, SC",shipper,low
5303,The Leavitt Corporation,22.25,22.25,C,1,6,33.3,3,84.9,US PL Hollis Factory,"Everett, MA",shipper,low
5304,"A.S.K. Foods, Inc.",22.24,22.24,C,1,17,33.3,1,53.5,US PL Allentown NPL Factory,"Palmyra, PA",shipper,low
5305,Gruenewald Manufacturing Co,22.23,22.23,D,1,10,26.7,3,70.6,US PL Hollis Factory,"Danvers, MA",shipper,medium
5306,GMCCA Michigan Cross-Dock,22.21,22.21,C,1,6,33.3,3,85.2,US PL Mecosta Factory,"Flint, MI",shipper,low
5307,Eagle Air Freight and Eagle Life Science,22.21,22.21,C,1,6,33.3,3,85.2,US PL Hollis Factory,"Chelsea, MA",shipper,low
5308,Milk and Honey Farms Meat Processing,22.19,22.19,C,1,22,33.3,0,45.2,US PL High Springs Factory,"Maxville, FL",shipper,medium
5309,Carolina Beverage Group LLC,22.19,20.31,C,3,6,33.3,3,81.8,US PL McBee Factory,"Mooresville, NC",shipper,low
5310,Sam's Ecommerce Fulfillment Center 6298,22.18,22.18,D,1,17,33.3,1,53.7,US PL Allentown NPL Factory,"Swedesboro, NJ",3pl,medium
5311,Elevate Logistics,22.18,22.18,D,1,17,33.3,1,53.7,US PL McBee Factory,"Mint Hill, NC",3pl,medium
5312,NUVU FUELS Ionia,22.16,22.16,C,1,20,37.3,0,48.4,US PL Mecosta Factory,"Ionia, MI",shipper,low
5313,OFE FULFILLMENT,22.15,22.15,C,1,6,33.3,3,85.8,US PL McBee Factory,"Mooresville, NC",3pl,medium
5314,Urban Garden Storage,22.1,22.1,D,1,13,0,5,61.4,US PL McBee Factory,"Charlotte, NC",shipper,low
5315,Heated & Cooled Storage,22.1,22.1,D,1,13,0,5,61.4,US PL McBee Factory,"Charlotte, NC",shipper,low
5316,"Dreamline Logistics LLC | Car Shipping",22.1,22.1,C,1,6,33.3,3,86.3,US PL Hollis Factory,"Cambridge, MA",3pl,medium
5317,Communications & Distribution Center,22.08,22.08,C,1,6,33.3,3,86.5,US PL Mecosta Factory,"Flint, MI",shipper,medium
5318,Columbia Packing,22.07,22.07,D,1,40,0,0,27.4,US PL Hawkins Factory,"Como, TX",shipper,low
5319,Manfredi Cold Storage of Pedricktown,22.06,22.06,C,1,16,33.3,1,54.1,US PL Allentown NPL Factory,"Pedricktown, NJ",shipper,medium
5320,Cork Industries,22.06,22.06,D,1,13,0,5,61.6,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5321,"Warehouse XI - Boston Event Space,",22.03,22.03,D,1,6,33.3,3,87,US PL Hollis Factory,"Somerville, MA",shipper,medium
5322,Domins Horseradish,22.01,22.01,C,1,5,33.3,3,87.2,US PL Saratoga Spring Factory,"Chicopee, MA",shipper,low
5323,Warehouse Restaurant & Gallery,22,22,C,1,12,41.3,1,63.6,US PL Denver Factory,"Colorado Springs, CO",shipper,medium
5324,Central Florida Freezer,21.99,21.99,D,1,24,0,3,43.3,US PL Zephyrhills Factory,"Leesburg, FL",shipper,low
5325,Global Logistics Plus,21.99,21.99,D,1,22,33.3,0,45.7,US PL High Springs Factory,"Middleburg, FL",3pl,medium
5326,Double R Brand Foods LLC - Lufkin Manufacturing Headquarters,21.98,21.98,C,1,5,33.3,3,87.5,US PL Hawkins Factory,"Lufkin, TX",shipper,medium
5327,Brookshire Brothers Distribution Center Warehouse,21.94,21.94,C,1,5,33.3,3,87.9,US PL Hawkins Factory,"Lufkin, TX",shipper,medium
5328,G10 Fulfillment HQ,21.91,21.91,D,1,22,33.3,0,45.9,US PL Madison Factory,"Delavan, WI",3pl,medium
5329,Gator Overstock Warehouse,21.91,21.91,C,1,16,33.3,1,54.6,US PL Dallas 2 Factory,"Greenville, TX",shipper,medium
5330,Hans-Mill Corp,21.89,21.89,D,1,13,0,5,62.3,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5331,Fast and Forward Prep Center,21.87,21.87,D,1,34,0,1,32.1,US PL Zephyrhills Factory,"New Port Richey, FL",shipper,low
5332,Menards Iron Ridge Distribution Center,21.87,21.87,C,1,22,33.3,0,46,US PL Madison Factory,"Iron Ridge, WI",shipper,medium
5333,GS Logistics and Cross-dock,21.81,21.81,C,1,5,33.3,3,89.2,US PL Mecosta Factory,"Burton, MI",3pl,medium
5334,United Cold Storage,21.79,19.47,C,2,21,33.3,0,46.2,US PL Denver Factory,"Loveland, CO",shipper,medium
5335,Nor-Am Cold Storage,21.79,21.79,C,1,21,33.3,0,46.2,US PL Madison Factory,"Reedsburg, WI",shipper,medium
5336,Lufthansa Cargo,21.76,21.76,D,1,12,0,5,62.9,US PL McBee Factory,"Charlotte, NC",shipper,low
5337,Rancourt Logistics LLC,21.75,21.75,D,1,21,33.3,0,46.3,US PL Kingfield Factory,"Jackman, ME",3pl,medium
5338,Hawk Manufacturing Inc.,21.74,21.74,D,1,20,26.7,1,49,US PL McBee Factory,"Fort Mill, SC",shipper,medium
5339,Southeastern packaging,21.74,21.74,D,1,12,20,3,63,US PL McBee Factory,"Concord, NC",shipper,low
5340,K2 Scientific,21.74,21.74,D,1,12,0,5,63,US PL McBee Factory,"Charlotte, NC",shipper,low
5341,Evergreen Shipping,21.73,21.73,D,1,23,0,3,43.9,US PL Ontario Factory,"San Pedro, CA",shipper,low
5342,Feel Better Foods,21.71,21.71,C,1,16,33.3,1,55.3,US PL High Springs Factory,"Palatka, FL",shipper,low
5343,Recyclers cross dock,21.69,21.69,D,1,23,0,3,44,US PL Zephyrhills Factory,"Leesburg, FL",shipper,low
5344,Food Processing Equipment Co,21.68,21.68,D,1,5,33.3,3,90.6,US PL Mecosta Factory,"Kalamazoo, MI",shipper,medium
5345,M L Renfro Packing Plant,21.64,21.64,C,1,5,33.3,3,91.1,US PL Hawkins Factory,"Lufkin, TX",shipper,medium
5346,Warehouse World,21.6,21.6,C,1,21,33.3,0,46.7,US PL Madison Factory,"Wisconsin Dells, WI",shipper,medium
5347,Collins Manufacturing,21.6,21.6,D,1,19,26.7,1,49.4,US PL Zephyrhills Factory,"Apopka, FL",shipper,medium
5348,American National Logistics,21.56,21.56,D,1,21,33.3,0,46.8,US PL Dallas 2 Factory,"Caddo Mills, TX",3pl,medium
5349,Five Pillars Butchery,21.56,21.56,C,1,21,33.3,0,46.8,US PL Kingfield Factory,"Unity, ME",shipper,low
5350,Seaonus,21.51,21.51,D,1,12,0,5,64,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5351,Bangor Hermon Railyard Storage,21.49,21.49,D,1,12,0,5,64.1,US PL Kingfield Factory,"Hermon, ME",shipper,low
5352,Qantas Freight,21.48,21.48,D,1,21,33.3,0,47,US PL Ontario Factory,"Los Angeles, CA",shipper,low
5353,Emerald Crossdock,21.46,21.46,C,1,4,33.3,3,93.2,US PL Mecosta Factory,"Kalamazoo, MI",shipper,low
5354,U.S. LUMBER - Jacksonville Distribution Center,21.45,21.45,C,1,15,33.3,1,56.2,US PL High Springs Factory,"Green Cove Springs, FL",shipper,medium
5355,Hawthorne Foods,21.45,21.45,D,1,15,33.3,1,56.2,US PL Saratoga Spring Factory,"Hudson, NY",shipper,low
5356,Retro Warehouse,21.42,21.42,C,1,15,33.3,1,56.3,US PL Hollis Factory,"Newbury, MA",shipper,medium
5357,The Attic Ocala Warehouse,21.42,21.42,C,1,15,33.3,1,56.3,US PL High Springs Factory,"Ocala, FL",shipper,medium
5358,J Jill Group Distribution Center,21.4,21.4,D,1,21,33.3,0,47.2,US PL Hollis Factory,"Tilton, NH",shipper,medium
5359,PRIME Cross Docking Orlando,21.35,21.35,D,1,22,0,3,44.8,US PL Zephyrhills Factory,"Kissimmee, FL",shipper,low
5360,The Warehouse Hudson NY,21.31,21.31,C,1,15,33.3,1,56.7,US PL Saratoga Spring Factory,"Hudson, NY",shipper,medium
5361,The Antique Warehouse Hudson NY,21.31,21.31,C,1,15,33.3,1,56.7,US PL Saratoga Spring Factory,"Hudson, NY",shipper,medium
5362,Ensoil Distribution Center of Florida,21.29,21.29,D,1,21,33.3,0,47.5,US PL High Springs Factory,"Jasper, FL",shipper,medium
5363,NonStop Crossdock,21.28,21.28,C,1,15,33.3,1,56.8,US DC NFI - Breinigsville,"Somerset, NJ",shipper,low
5364,Boughton Cold Storage,21.22,21.22,C,1,20,33.3,0,47.7,US DC Hot Springs (WHSE),"Prescott, AR",shipper,medium
5365,Port Redwing,21.19,21.19,D,1,33,0,1,33.2,US PL Zephyrhills Factory,"Gibsonton, FL",shipper,low
5366,JMS Express Crossdock and Warehouse,21.12,21.12,C,1,15,33.3,1,57.4,US DC NFI - Breinigsville,"Hamilton Township, NJ",shipper,medium
5367,GK Foods Inc.,21.09,21.09,C,1,15,33.3,1,57.5,US PL Cabazon Factory,"San Marcos, CA",shipper,low
5368,ANCORP,21.07,21.07,D,1,33,0,1,33.4,US PL High Springs Factory,"Williston, FL",shipper,low
5369,"Pharmacy-Lite Prescription Packaging - Winnsboro, SC Manufacturing Plant and Distribution Center",20.99,20.99,D,1,20,33.3,0,48.3,US PL McBee Factory,"Winnsboro, SC",shipper,medium
5370,NC Ports - Charlotte Inland Port (NCSPA),20.97,20.97,D,1,11,0,5,66.6,US PL McBee Factory,"Charlotte, NC",shipper,low
5371,Delta Logistics,20.96,20.96,C,1,14,33.3,1,58,US PL Dallas 2 Factory,"Greenville, TX",3pl,medium
5372,Rustic Roots Warehouse,20.9,20.9,C,1,14,33.3,1,58.2,US PL McBee Factory,"Rock Hill, SC",shipper,medium
5373,Franklin Southern,20.86,20.86,D,1,11,0,5,67.2,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5374,MFPA,20.84,20.84,D,1,11,0,5,67.3,US PL Mecosta Factory,"Lansing, MI",shipper,low
5375,Sears Logistics Services,20.81,20.81,D,1,20,33.3,0,48.8,US PL Hollis Factory,"Kingston, NH",3pl,medium
5376,La Tortilla factory,20.8,20.8,C,1,14,33.3,1,58.6,US PL Cabazon Factory,"Vista, CA",shipper,low
5377,Constantia Blythewood LLC,20.79,20.79,D,1,21,0,3,46.2,US PL McBee Factory,"Blythewood, SC",shipper,low
5378,Allied Truss Texas-Jacksonville Manufacturing Plant,20.77,20.77,D,1,23,26.7,0,43.8,US PL Hawkins Factory,"Jacksonville, TX",shipper,medium
5379,Culinary Specialties,20.77,20.77,C,1,14,33.3,1,58.7,US PL Cabazon Factory,"San Marcos, CA",shipper,low
5380,Carolina Cross Dock,20.76,20.76,D,1,10,0,5,67.7,US PL McBee Factory,"Charlotte, NC",shipper,low
5381,Trisco Foods,20.75,20.75,C,1,14,33.3,1,58.8,US PL Denver Factory,"Colorado Springs, CO",shipper,low
5382,M & S Logistics Inc,20.7,20.7,C,1,19,33.3,0,49.1,US PL Hollis Factory,"Candia, NH",3pl,medium
5383,Boston Freight Terminals LLC,20.69,20.69,C,1,3,33.3,3,104.4,US PL Hollis Factory,"Stoughton, MA",shipper,medium
5384,Red Gold Elwood Facility,20.67,20.67,C,1,19,33.3,0,49.2,US PL Greenwood Indiana,"Elwood, IN",shipper,low
5385,Artisan Logistics Inc,20.67,20.67,C,1,14,33.3,1,59.1,US PL McBee Factory,"Irmo, SC",3pl,medium
5386,Warehouse Outlet of Texas,20.63,20.63,C,1,19,33.3,0,49.3,US PL Dallas 2 Factory,"Hillsboro, TX",shipper,medium
5387,Beverage & Smoke Warehouse,20.63,20.63,C,1,19,33.3,0,49.3,US PL Saratoga Spring Factory,"West Coxsackie, NY",shipper,medium
5388,Crowley Liner Services - Terminal,20.57,20.57,D,1,10,0,5,68.7,US PL High Springs Factory,"Jacksonville, FL",shipper,medium
5389,United Global Express Cross Dock & Fulfillment,20.56,20.56,C,1,19,33.3,0,49.5,US DC NFI - Breinigsville,"Branchburg, NJ",3pl,medium
5390,Kreider Foods Inc.,20.56,20.56,C,1,19,33.3,0,49.5,US PL Allentown NPL Factory,"Lancaster, PA",shipper,low
5391,B & W Cold Storage,20.54,20.54,C,1,14,33.3,1,59.6,US PL Zephyrhills Factory,"Bradenton, FL",shipper,medium
5392,"CJ TMI Manufacturing America, LLC.",20.54,20.54,C,1,14,33.3,1,59.6,US DC NFI - Breinigsville,"Robbinsville Twp, NJ",shipper,medium
5393,"TOG Manufacturing Co., Inc.",20.52,20.52,D,1,23,26.7,0,44.4,US PL Saratoga Spring Factory,"North Adams, MA",shipper,medium
5394,TNT Fireworks Distribution Warehouse,20.52,20.52,C,1,14,33.3,1,59.7,US PL High Springs Factory,"Ocala, FL",shipper,medium
5395,"Snyder Packaging, Inc.",20.5,20.5,D,1,10,20,3,69.1,US PL McBee Factory,"Concord, NC",shipper,low
5396,Fresh Creative Foods,20.49,20.49,C,1,14,33.3,1,59.8,US PL Cabazon Factory,"Vista, CA",shipper,low
5397,"Woody's International Engineering & Manufacturing, Inc.",20.48,20.48,D,1,23,26.7,0,44.5,US PL Mecosta Factory,"Hope, MI",shipper,medium
5398,Pandia Press Fulfillment Center,20.46,20.46,C,1,19,33.3,0,49.8,US PL Zephyrhills Factory,"Mt Dora, FL",3pl,medium
5399,Fulfillment CO,20.44,20.44,D,1,14,33.3,1,60,US PL Denver Factory,"Colorado Springs, CO",3pl,medium
5400,Greencore USA,20.44,20.44,C,1,14,33.3,1,60,US PL Hollis Factory,"Newbury, MA",shipper,low
5401,Ernest's Truck Shop,20.32,20.32,C,1,19,33.3,0,50.2,US PL Hot Springs Factory,"Dover, AR",shipper,low
5402,MapleSyrupFromCanada,20.32,20.32,C,1,19,33.3,0,50.2,US PL Kingfield Factory,"Frontenac, QC",shipper,low
5403,TW Garner Food Company,20.29,20.23,C,2,2,33.3,3,112.5,US PL McBee Factory,"Winston-Salem, NC",shipper,low
5404,Dayton Freight- Detroit,20.25,20.25,C,1,2,33.3,3,113.6,US PL Mecosta Factory,"Waterford Township, MI",shipper,low
5405,Aisin Plant 2,20.23,20.23,D,1,22,26.7,0,45.1,US PL Greenwood Indiana,"Seymour, IN",shipper,medium
5406,FreeUp Storage Ocala,20.22,20.22,D,1,20,0,3,47.7,US PL High Springs Factory,"Anthony, FL",shipper,low
5407,Lomo Cold Storage,20.22,20.22,C,1,19,33.3,0,50.5,US PL Sacramento Factory,"Live Oak, CA",shipper,medium
5408,symplr : Manufacturing and Fulfillment Center,20.22,20.22,D,1,13,33.3,1,60.9,US PL Madison Factory,"Jackson, WI",3pl,medium
5409,Crossdock Warehouse in Bolingbrook,20.2,20.2,C,1,2,33.3,3,114.7,US PL Madison Factory,"Bolingbrook, IL",shipper,medium
5410,Crossdock Romeoville,20.18,20.18,C,1,2,33.3,3,115.2,US PL Madison Factory,"Romeoville, IL",shipper,low
5411,USCCA & Delta Defense Fulfillment Center,20.15,20.15,D,1,13,33.3,1,61.2,US PL Madison Factory,"Jackson, WI",3pl,medium
5412,Majestic Terminal Services,20.14,20.14,D,1,9,0,5,71.1,US PL High Springs Factory,"Jacksonville, FL",shipper,medium
5413,ARKK Food Company,20.12,20.12,C,1,2,33.3,3,116.8,US PL Mecosta Factory,"Bloomfield Township, MI",shipper,low
5414,Running Board Warehouse,20.11,20.11,C,1,18,33.3,0,50.8,US PL Zephyrhills Factory,"Hernando, FL",shipper,medium
5415,Chicago Crossdock,20.11,20.11,C,1,2,33.3,3,117.1,US PL Madison Factory,"Summit, IL",shipper,low
5416,Palestine Cold Storage,20.1,20.1,C,1,13,33.3,1,61.4,US PL Hawkins Factory,"Palestine, TX",shipper,medium
5417,Swift Crossdock,20.05,20.05,C,1,2,33.3,3,118.8,US PL Madison Factory,"Bedford Park, IL",carrier,low
5418,logistec terminals,20.03,20.03,D,1,20,0,3,48.2,US PL Zephyrhills Factory,"Palmetto, FL",shipper,medium
5419,Kraft Packaging Factory,20.03,20.03,D,1,16,26.7,1,54.2,US PL Allentown NPL Factory,"Wilmington, DE",shipper,low
5420,"Transfast Logistics, Inc",20.03,20.03,D,1,13,33.3,1,61.7,US PL Mecosta Factory,"Grand Ledge, MI",3pl,medium
5421,Cold Storage 2 GO! by Sea Box,19.95,19.95,D,1,18,33.3,0,51.3,US DC NFI - Breinigsville,"Hillsborough Township, NJ",shipper,medium
5422,Super Pufft Warehouse,19.94,19.94,C,1,13,33.3,1,62.1,US PL High Springs Factory,"Perry, FL",shipper,medium
5423,Holland Terminal,19.92,19.92,D,1,9,0,5,72.4,US PL Mecosta Factory,"Holland, MI",shipper,medium
5424,Innovative Machining Solutions,19.9,19.9,D,1,36,0,0,30.5,US PL Kingfield Factory,"Vienna, ME",shipper,low
5425,Hope Agri Products Inc,19.89,19.89,C,1,13,33.3,1,62.3,US DC Hot Springs (WHSE),"Hope, AR",shipper,low
5426,AJG Packaging,19.88,19.88,D,1,25,20,0,41.3,US DC NFI - Breinigsville,"Flemington, NJ",shipper,low
5427,Sylvamo Eastover Mill,19.87,19.87,D,1,22,26.7,0,46,US PL McBee Factory,"Eastover, SC",shipper,low
5428,Ryan Mobile Bottling,19.85,19.85,C,1,18,33.3,0,51.6,US PL Sacramento Factory,"Napa, CA",shipper,medium
5429,Asset Logistics Inc,19.85,19.85,C,1,18,33.3,0,51.6,US PL High Springs Factory,"Middleburg, FL",3pl,medium
5430,"KC Cross-Dock , Warehouse",19.84,19.84,C,1,2,33.3,3,125.4,US PL Mecosta Factory,"Livonia, MI",shipper,medium
5431,Icon warehouse Laurinburg,19.82,19.82,C,1,18,33.3,0,51.7,US PL McBee Factory,"Laurinburg, NC",shipper,medium
5432,Gattefossé Manufacturing,19.82,19.82,D,1,5,26.7,3,89.1,US PL Hawkins Factory,"Lufkin, TX",shipper,medium
5433,Dow Auburn Manufacturing,19.79,19.79,D,1,16,26.7,1,55,US PL Mecosta Factory,"Auburn, MI",shipper,medium
5434,Absolute Manufacturing,19.79,19.79,D,1,16,26.7,1,55,US PL Hollis Factory,"Hooksett, NH",shipper,medium
5435,CRRC MA Manufacturing Facility,19.78,19.78,D,1,5,26.7,3,89.6,US PL Saratoga Spring Factory,"Springfield, MA",shipper,medium
5436,Tampico Bottling Company,19.74,19.74,C,1,12,33.3,1,63,US PL Hawkins Factory,"Palestine, TX",shipper,medium
5437,"VMS - Fulfillment, Assembly and Warehousing",19.72,19.72,C,1,18,33.3,0,52,US PL Saratoga Spring Factory,"West Rutland, VT",3pl,medium
5438,Cascades Moulded Pulp Inc,19.7,19.7,D,1,25,20,0,41.7,US PL McBee Factory,"Rockingham, NC",shipper,low
5439,Trailer Bridge Inc,19.7,19.69,D,2,9,0,5,73.8,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5440,"Jose Santiago, Inc.",19.68,19.68,D,1,9,0,5,73.9,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5441,Fulex E-Commerce Fulfillment Warehouse,19.68,19.68,C,1,1,33.3,3,131.8,US PL Mecosta Factory,"Warren, MI",3pl,medium
5442,First Coast Terminals,19.67,19.67,D,1,8,0,5,74,US PL High Springs Factory,"Jacksonville, FL",shipper,medium
5443,"FlexCold - Jacksonville, FL",19.67,19.66,D,2,8,0,5,74,US PL High Springs Factory,"Jacksonville, FL",shipper,low
5444,"AAM Metal Forming | North Vernon Manufacturing Facility",19.63,19.63,D,1,21,26.7,0,46.6,US PL Greenwood Indiana,"North Vernon, IN",shipper,medium
5445,FBG Logistics,19.62,19.62,D,1,17,33.3,0,52.3,US PL Hollis Factory,"Franklin, NH",3pl,medium
5446,Midwest Freight Systems Corp,19.6,19.6,D,1,1,33.3,3,135.7,US PL Mecosta Factory,"Warren, MI",shipper,low
5447,PM Crossdock Detroit,19.59,19.59,C,1,1,33.3,3,136.3,US PL Mecosta Factory,"Hamtramck, MI",shipper,low
5448,FREITTY Cross-Dock Detroit,19.59,19.59,C,1,1,33.3,3,136.3,US PL Mecosta Factory,"Hamtramck, MI",shipper,low
5449,United Airlines Cargo,19.56,19.56,D,1,19,0,3,49.5,US PL Allentown NPL Factory,"Philadelphia, PA",shipper,low
5450,Outward Bound Courier Logistics,19.56,19.56,C,1,17,33.3,0,52.5,US PL Saratoga Spring Factory,"Dalton, MA",3pl,medium
5451,FREZ-n-STOR Greenville,19.56,19.56,C,1,16,26.7,1,55.8,US PL Dallas 2 Factory,"Greenville, TX",shipper,low
5452,FREITTY Cross-Dock East Brunswick,19.54,19.54,D,1,12,33.3,1,63.9,US DC NFI - Breinigsville,"East Brunswick, NJ",shipper,low
5453,Cold Storage Construction Inc,19.53,19.53,D,1,17,33.3,0,52.6,US PL S Houston Factory,"Montgomery, TX",shipper,medium
5454,Dames Point Marine Terminal,19.5,19.5,D,1,8,0,5,75.1,US PL High Springs Factory,"Jacksonville, FL",shipper,medium
5455,Bayshore Truck Center Parts and Service,19.48,19.48,D,1,15,26.7,1,56.1,US PL Allentown NPL Factory,"New Castle, DE",shipper,low
5456,Truck Commander Logistics,19.46,19.46,D,1,17,33.3,0,52.8,US PL Hawkins Factory,"Cumby, TX",3pl,medium
5457,Cold Storage,19.43,16.66,C,2,12,33.3,1,64.4,US PL Sacramento Factory,"Modesto, CA",shipper,medium
5458,Eight Mile,19.4,19.4,C,1,17,33.3,0,53,US PL Hot Springs Factory,"Conway, AR",shipper,low
5459,WheelPad Manufacturing Facility,19.37,19.37,D,1,21,26.7,0,47.3,US PL Saratoga Spring Factory,"Wilmington, VT",shipper,medium
5460,Peace River Cold Storage,19.37,19.37,C,1,17,33.3,0,53.1,US PL Zephyrhills Factory,"Frostproof, FL",shipper,medium
5461,All-Lanes Logistics,19.37,19.37,C,1,17,33.3,0,53.1,US PL Hawkins Factory,"Jefferson, TX",3pl,medium
5462,Summit Polymers (Plant One),19.32,19.32,D,1,4,26.7,3,95,US PL Mecosta Factory,"Portage, MI",shipper,medium
5463,Johnson's Warehouse Showroom-Pine Bluff,19.28,19.28,C,1,11,33.3,1,65.1,US DC Hot Springs (WHSE),"Pine Bluff, AR",shipper,medium
5464,Packer Avenue Marine Terminal Port,19.25,19.25,D,1,19,0,3,50.4,US PL Allentown NPL Factory,"Philadelphia, PA",shipper,medium
5465,Transport services terminal,19.25,19.25,D,1,19,0,3,50.4,US PL Mecosta Factory,"Midland, MI",carrier,medium
5466,Garland Food,19.24,19.24,C,1,11,33.3,1,65.3,US PL Zephyrhills Factory,"Sanford, FL",shipper,low
5467,ADG Logistics Inc,19.18,19.18,D,1,17,33.3,0,53.7,US PL McBee Factory,"Charlotte, NC",3pl,medium
5468,Fox Manufacturing,19.14,19.14,D,1,15,26.7,1,57.3,US PL High Springs Factory,"Green Cove Springs, FL",shipper,medium
5469,Carter Express Inc,19.13,19.13,D,1,29,0,1,36.8,US PL Greenwood Indiana,"Anderson, IN",shipper,low
5470,Michigan Sugar Warehouse,19.09,19.09,C,1,11,33.3,1,66,US PL Mecosta Factory,"Bay City, MI",shipper,medium
5471,Gloucester City Terminal - Holt,19.05,19.05,D,1,18,0,3,51,US PL Allentown NPL Factory,"Gloucester City, NJ",shipper,medium
5472,"Vermont Foodbank, Regional Distribution Center",19.03,19.03,D,1,16,33.3,0,54.2,US PL Saratoga Spring Factory,"Rutland, VT",shipper,medium
5473,"Bengal Empire Cross Docking, Pick Up/ Delivery and Third Party Logistics",19.03,19.03,D,1,16,33.3,0,54.2,US PL Greenwood Indiana,"Muncie, IN",3pl,medium
5474,Coastal Boatworks Inc & Storage,19.02,19.02,D,1,29,0,1,37,US PL Poland Spring Factory,"Newcastle, ME",shipper,low
5475,Coopersville Storage,19.01,19.01,D,1,18,0,3,51.1,US PL Mecosta Factory,"Coopersville, MI",shipper,low
5476,Blenheim Bottling,19,19,D,1,16,33.3,0,54.3,US PL McBee Factory,"Hamer, SC",shipper,medium
5477,Forza Manufacturing,18.96,18.96,D,1,20,26.7,0,48.4,US PL Hawkins Factory,"Mabank, TX",shipper,medium
5478,CORE48 Transport,18.95,18.95,D,1,18,0,3,51.3,US PL Mecosta Factory,"Coopersville, MI",carrier,low
5479,Cherokee Warehouse,18.94,18.94,C,1,16,33.3,0,54.5,US PL Hawkins Factory,"Rusk, TX",shipper,medium
5480,Big Big Triple AAA Storage,18.85,18.85,D,1,18,0,3,51.6,US PL Mecosta Factory,"Muskegon, MI",shipper,low
