Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
928,74.91,98,20,5,0.6,US DC Hot Springs (WHSE),C,shipper,low,American Eagle Machine Shop,,"Hot Springs, AR",15,0,0,"Little Rock, AR","413 Garland Ave, Hot Springs, AR 71913, USA"
929,74.9,59,90.7,5,15.6,US PL Greenwood Indiana,A,shipper,high,Kohl's Distribution Center,,"Plainfield, IN",25,18,25,"Indianapolis, IN","9998 AllPoints Pkwy, Plainfield, IN 46168, USA"
930,74.9,57,96,5,17.1,US DC NFI - Breinigsville,A,3pl,medium,Lineage,,"Bethlehem, PA",25,22,25,"Allentown, PA","4000 Miller Cir N, Bethlehem, PA 18020, USA"
931,74.8,94,26.7,5,1.8,US PL Sacramento Factory,C,shipper,low,Industrial Minerals Company,,"Sacramento, CA",20,0,0,"Sacramento, CA","7268 Frasinetti Rd, Sacramento, CA 95828, USA"
932,74.8,94,26.7,5,1.8,US PL Madison Factory,C,shipper,low,Rocket Industrial,,"Monona, WI",20,0,0,"Madison, WI","7029 Raywood Rd, Monona, WI 53713, USA"
933,74.8,94,26.7,5,1.8,US PL Saratoga Spring Factory,C,shipper,low,Guyson Corporation of USA,,"Saratoga Springs, NY",20,0,0,"Saratoga Springs, NY","c/o W.J. Grande Industrial Park, 13 Grande Blvd #9090, Saratoga Springs, NY 12866, USA"
934,74.77,90,33.3,5,3,US PL Greenwood Indiana,B,shipper,medium,ULTA Beauty Distribution,,"Greenwood, IN",25,0,0,"Indianapolis, IN","482 Chaney Ave, Greenwood, IN 46143, USA"
935,74.77,90,33.3,5,3,US PL Denver Factory,B,shipper,medium,FMG Denver Warehouse,,"Denver, CO",25,0,0,"Denver, CO","1280 W 47th Ave, Denver, CO 80211, USA"
936,74.77,90,33.3,5,3,US PL Ontario Factory,B,3pl,medium,ACT Fulfillment -Corporate Office,,"Jurupa Valley, CA",25,0,0,"Ontario, CA","3155 Universe Dr, Jurupa Valley, CA 91752, USA"
937,74.77,90,33.3,5,3,US PL Sacramento Factory,B,shipper,medium,Kiefer Storage & Warehouse,,"Sacramento, CA",25,0,0,"Sacramento, CA","9604 Kiefer Blvd, Sacramento, CA 95827, USA"
938,74.77,90,33.3,5,3,US PL Madison Factory,B,shipper,medium,Brothers Main Appliance Distribution Center,,"Madison, WI",25,0,0,"Madison, WI","3480 Millpond Rd, Madison, WI 53718, USA"
939,74.77,90,33.3,5,3,US PL Ontario Factory,B,3pl,medium,Progressive Logistics Services,,"Jurupa Valley, CA",25,0,0,"Ontario, CA","3155 Universe Dr, Jurupa Valley, CA 91752, USA"
940,74.77,90,33.3,5,3,US DC Hot Springs (WHSE),C,shipper,medium,Cost Plus Furniture Warehouse,,"Hot Springs, AR",25,0,0,"Little Rock, AR","180 Aviation Plaza, Hot Springs, AR 71913, USA"
941,74.77,90,33.3,5,3,US DC NFI - Breinigsville,C,3pl,medium,Volvo Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","3203 Orchard Rd, Macungie, PA 18062, USA"
942,74.77,90,33.3,5,3,US PL Madison Factory,C,shipper,medium,Goodman Community Center Fritz Food Pantry - Food Distribution Center,,"Madison, WI",25,0,0,"Madison, WI","149 Waubesa St, Madison, WI 53704, USA"
943,74.77,90,33.3,5,3,US PL Denver Factory,C,shipper,medium,T & H Manufacturing LLC,,"Denver, CO",25,0,0,"Denver, CO","581 S Federal Blvd, Denver, CO 80219, USA"
944,74.77,90,33.3,5,3,US DC NFI - Breinigsville,C,3pl,medium,IronTiger Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","3203 Orchard Rd, Macungie, PA 18062, USA"
945,74.77,90,33.3,5,3,US PL Greenwood Indiana,C,3pl,medium,BPX Logistics LLC,,"Greenwood, IN",25,0,0,"Indianapolis, IN","555 E County Line Rd Suite 101, Greenwood, IN 46143, USA"
946,74.77,90,33.3,5,3,US PL S Houston Factory,C,shipper,medium,City Of Houston Warehouse,,"Houston, TX",25,0,0,"Houston, TX","1115 N MacGregor Way, Houston, TX 77030, USA"
947,74.77,90,33.3,5,3,US PL Dallas 2 Factory,B,shipper,low,Cross Dock SL USA,,"Dallas, TX",25,0,0,"Dallas, TX","4659 Mint Way, Dallas, TX 75236, USA"
948,74.77,90,33.3,5,3,US DC NFI - Breinigsville,C,shipper,low,Samuel Adams Brewery,,"Breinigsville, PA",25,0,0,"Allentown, PA","7880 Penn Dr, Breinigsville, PA 18031, USA"
949,74.77,90,33.3,5,3,US PL Sacramento Factory,C,shipper,low,Vina Foods,,"Sacramento, CA",25,0,0,"Sacramento, CA","5900 Lemon Hill Ave, Sacramento, CA 95824, USA"
950,74.77,90,33.3,5,3,US PL S Houston Factory,C,shipper,low,FTR of Texas Food Trailer Repair,,"Houston, TX",25,0,0,"Houston, TX","4715 Balkin St, Houston, TX 77021, USA"
951,74.74,86,41.3,5,4.5,US PL Madison Factory,B,shipper,medium,Mounds Pet Food Warehouse,,"Madison, WI",25,6,0,"Madison, WI","4275 Lien Rd, Madison, WI 53704, USA"
952,74.74,86,41.3,5,4.5,US PL Sacramento Factory,B,shipper,low,Foods Co.,hormel-foods,"Sacramento, CA",25,6,0,"Sacramento, CA","7421 W Stockton Blvd, Sacramento, CA 95823, USA"
953,74.73,98,20,5,0.7,US PL Ontario Factory,C,shipper,low,Classic Containers Inc,,"Ontario, CA",15,0,0,"Ontario, CA","1700 S Hellman Ave, Ontario, CA 91761, USA"
954,74.73,58,93.3,5,16.5,US DC NFI - Breinigsville,A,shipper,high,Walmart E-Commerce Distribution Center,walmart,"Bethlehem, PA",20,25,25,"Allentown, PA","2785 Commerce Center Blvd, Bethlehem, PA 18015, USA"
955,74.7,56,96,5,17.3,US DC NFI - Breinigsville,A,carrier,medium,Old Dominion Freight Line,,"Bethlehem, PA",25,22,25,"Allentown, PA","2535 Brodhead Rd, Bethlehem, PA 18020, USA"
956,74.69,54,100,5,18.5,US PL Ontario Factory,A,shipper,high,Pepsi Bottling Group,,"Riverside, CA",25,25,25,"Ontario, CA","6659 Sycamore Canyon Blvd, Riverside, CA 92507, USA"
957,74.64,63,82.7,5,13.7,US PL McBee Factory,A,shipper,high,Damascus Warehouse (SONOCO),,"Hartsville, SC",15,22,25,"Florence, SC","412A Damascus Church St, Hartsville, SC 29550, USA"
958,74.63,83,46.7,5,5.6,US PL S Houston Factory,C,shipper,medium,Warehouse Live,,"Houston, TX",25,10,0,"Houston, TX","2600 Travis St, Houston, TX 77006, USA"
959,74.63,58,93.3,5,16.6,US PL Pasadena Factory,A,shipper,high,Walmart Distribution Center,walmart,"Baytown, TX",20,25,25,"Houston, TX","4554 Oscar Nelson Jr Dr, Baytown, TX 77523, USA"
960,74.62,94,26.7,5,1.9,US DC NFI - Breinigsville,C,shipper,medium,Silgan Containers Manufacturing,,"Breinigsville, PA",20,0,0,"Allentown, PA","8201 Industrial Blvd, Breinigsville, PA 18031, USA"
961,74.62,94,26.7,5,1.9,US PL Saratoga Spring Factory,C,shipper,medium,Freedom Manufacturing LLC,,"Saratoga Springs, NY",20,0,0,"Saratoga Springs, NY","3 Duplainville Rd, Saratoga Springs, NY 12866, USA"
962,74.62,94,26.7,5,1.9,US DC NFI - Breinigsville,C,shipper,low,"Inmar, Inc.",,"Breinigsville, PA",20,0,0,"Allentown, PA","8150 Industrial Blvd, Breinigsville, PA 18031, USA"
963,74.6,90,33.3,5,3.1,US DC NFI - Breinigsville,B,3pl,medium,"Kane Logistics, an ID Logistics company",,"Allentown, PA",25,0,0,"Allentown, PA","7248 Industrial Blvd, Allentown, PA 18106, USA"
964,74.6,90,33.3,5,3.1,US PL S Houston Factory,B,shipper,medium,"South Loop Distribution Center, a Levey Development",,"Houston, TX",25,0,0,"Houston, TX","5415 S Loop E, Houston, TX 77033, USA"
965,74.6,90,33.3,5,3.1,US PL Greenwood Indiana,C,shipper,medium,Sportsman's Warehouse,,"Indianapolis, IN",25,0,0,"Indianapolis, IN","8806 US 31 S Suite A, Indianapolis, IN 46227, USA"
966,74.6,90,33.3,5,3.1,US PL Madison Factory,C,shipper,medium,United Way Of Dane County - Food Distribution Center,,"Madison, WI 53714, USA",25,0,0,"Madison, WI","Madison, WI 53714, USA"
967,74.6,90,33.3,5,3.1,US PL Madison Factory,C,shipper,medium,Department Of Commerce - Food Distribution Center,,"Madison, WI 53714, USA",25,0,0,"Madison, WI","Madison, WI 53714, USA"
968,74.6,90,33.3,5,3.1,US PL Madison Factory,C,shipper,medium,Wisconsin Wic Program - Food Distribution Center,,"Madison, WI 53714, USA",25,0,0,"Madison, WI","Madison, WI 53714, USA"
969,74.6,90,33.3,5,3.1,US PL Denver Factory,C,3pl,medium,Headwall Logistics,,"Denver, CO",25,0,0,"Denver, CO","3550 W 38th Ave Suite 20, Denver, CO 80211, USA"
970,74.6,90,33.3,5,3.1,US PL Sacramento Factory,C,shipper,medium,Sacramento City Unified School District Nutrition Warehouse,,"Sacramento, CA",25,0,0,"Sacramento, CA","3051 Redding Ave, Sacramento, CA 95820, USA"
971,74.6,90,33.3,5,3.1,US PL Greenwood Indiana,B,shipper,low,24 hour Crossdock INDY,,"Greenwood, IN",25,0,0,"Indianapolis, IN","650 Commerce Pkwy E Dr, Greenwood, IN 46143, USA"
972,74.6,90,33.3,5,3.1,US PL Madison Factory,C,shipper,low,Delta Beer Lab,,"Fitchburg, WI",25,0,0,"Madison, WI","167 E Badger Rd, Fitchburg, WI 53713, USA"
973,74.52,63,82.7,5,13.8,US PL Hawkins Factory,A,shipper,medium,Hood Packaging Corporation,,"Tyler, TX",15,22,25,"Tyler, TX","2410 N Lyndon Ave, Tyler, TX 75702, USA"
974,74.52,57,93.3,5,16.7,US PL Dallas 2 Factory,A,shipper,medium,Amazon DAL9,amazon,"Hutchins, TX",20,25,25,"Dallas, TX","1400 Southport Pkwy, Hutchins, TX 75141, USA"
975,74.49,54,100,5,18.7,US PL Hollis Factory,A,shipper,medium,Tyson Foods,,"Portland, ME",25,25,25,"Auburn, ME","56 Milliken St, Portland, ME 04103, USA"
976,74.49,54,100,5,18.7,US PL Hollis Factory,A,shipper,medium,Tyson Foods - Barber Foods,,"Portland, ME",25,25,25,"Auburn, ME","54 St John St, Portland, ME 04102, USA"
977,74.49,54,100,5,18.7,US PL Saratoga Spring Factory,A,shipper,medium,NAMIC® Medline,,"Glens Falls, NY",25,25,25,"Saratoga Springs, NY","10 Glens Falls Tech Park, Glens Falls, NY 12801, USA"
978,74.45,94,26.7,5,2,US PL Zephyrhills Factory,C,carrier,low,Ward Barrows Trucking,,"Zephyrhills, FL",20,0,0,"Tampa, FL","38334 Palm Grove Dr, Zephyrhills, FL 33542, USA"
979,74.45,94,26.7,5,2,US PL Denver Factory,C,shipper,low,Dry Ice Factory,,"Denver, CO",20,0,0,"Denver, CO","3300 Walnut St UNIT 118, Denver, CO 80205, USA"
980,74.44,90,33.3,5,3.2,US PL S Houston Factory,B,shipper,medium,Groomer’s Warehouse,,"Houston, TX",25,0,0,"Houston, TX","11205 S Main St #105, Houston, TX 77025, USA"
981,74.44,90,33.3,5,3.2,US PL Poland Spring Factory,B,3pl,medium,NEPW Logistics - Mechanic Falls,,"Mechanic Falls, ME",25,0,0,"Auburn, ME","309 Lewiston St, Mechanic Falls, ME 04256, USA"
982,74.44,90,33.3,5,3.2,US PL Ontario Factory,B,shipper,medium,Hubbell Raco Taymac Distribution Center,,"Ontario, CA",25,0,0,"Ontario, CA","Left entrance at the end of Sarah Place- Go around building, check in at the top of the first ramp, 1392 Sarah Pl # A, Ontario, CA 91761, USA"
983,74.44,90,33.3,5,3.2,US PL Sacramento Factory,C,shipper,medium,Southpointe Christian Center - Food Distribution Center,,"Sacramento, CA",25,0,0,"Sacramento, CA","7520 Stockton Blvd, Sacramento, CA 95823, USA"
984,74.44,90,33.3,5,3.2,US PL Greenwood Indiana,C,shipper,medium,Sims-Lohman Greenwood Distribution Center,,"Greenwood, IN",25,0,0,"Indianapolis, IN","497 Chaney Ave D, Greenwood, IN 46143, USA"
985,74.44,90,33.3,5,3.2,US PL Greenwood Indiana,B,shipper,low,Dayton Freight- Indianapolis,,"Greenwood, IN",25,0,0,"Indianapolis, IN","800 Commerce Pkwy S Dr, Greenwood, IN 46143, USA"
986,74.44,90,33.3,5,3.2,US PL Saratoga Spring Factory,C,shipper,low,BJ's Wholesale Club,,"Saratoga Springs, NY",25,0,0,"Saratoga Springs, NY","3067 NY-50, Saratoga Springs, NY 12866, USA"
987,74.44,90,33.3,5,3.2,US DC Hot Springs (WHSE),C,shipper,low,Origami Sake,,"Hot Springs, AR",25,0,0,"Little Rock, AR","2360 E Grand Ave, Hot Springs, AR 71901, USA"
988,74.44,90,33.3,5,3.2,US PL Ontario Factory,C,shipper,low,California Natural Food & Bev,,"Rancho Cucamonga, CA",25,0,0,"Ontario, CA","9440 Lucas Ranch Rd, Rancho Cucamonga, CA 91730, USA"
989,74.43,99,16,5,0.2,US PL Sacramento Factory,D,shipper,low,Construction Innovations,,"Sacramento, CA",12,0,0,"Sacramento, CA","8825 Elder Creek Rd Suite 600, Sacramento, CA 95828, USA"
990,74.42,67,96,3,12.2,US PL Denver Factory,A,3pl,high,Fastenal Fulfillment Center,,"Centennial, CO",25,22,25,"Denver, CO","7065 S Fulton St #150, Centennial, CO 80112, USA"
991,74.42,67,96,3,12.2,US PL Madison Factory,A,3pl,high,Fastenal Fulfillment Center,,"Sun Prairie, WI",25,22,25,"Madison, WI","686 Progress Wy Suite 2, Sun Prairie, WI 53590, USA"
992,74.42,57,93.3,5,16.8,US PL Pasadena Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Baytown, TX",20,25,25,"Houston, TX","6115 FM 1405, Baytown, TX 77523, USA"
993,74.39,56,96,5,17.6,US PL Dallas 2 Factory,A,carrier,medium,Old Dominion Freight Line,,"Fort Worth, TX",25,22,25,"Dallas, TX","4960 Martin St, Fort Worth, TX 76119, USA"
994,74.33,82,46.7,5,5.8,US PL S Houston Factory,B,shipper,low,"Spec's Wines, Spirits & Finer Foods",,"Houston, TX",25,10,0,"Houston, TX","2410 Smith St, Houston, TX 77006, USA"
995,74.31,57,93.3,5,16.9,US DC NFI - Breinigsville,A,shipper,high,Walmart Warehouse,walmart,"Bethlehem, PA",20,25,25,"Allentown, PA","3215 Commerce Center Blvd, Bethlehem, PA 18015, USA"
996,74.29,53,100,5,18.9,US PL S Houston Factory,A,shipper,medium,Sysco Houston - Food Distributor & Restaurant Supplies,,"Houston, TX",25,25,25,"Houston, TX","10710 Greens Crossing Blvd, Houston, TX 77038, USA"
997,74.28,93,26.7,5,2.1,US PL Ontario Factory,C,shipper,medium,Inland Manufacturing Group,,"Ontario, CA",20,0,0,"Ontario, CA","4295 E Jurupa St Ste 205, Ontario, CA 91761, USA"
998,74.27,90,33.3,5,3.3,US PL Ontario Factory,B,shipper,medium,Warehouse Republic,,"Ontario, CA",25,0,0,"Ontario, CA","1260 S Vintage Ave, Ontario, CA 91761, USA"
999,74.27,90,33.3,5,3.3,US PL Ontario Factory,B,3pl,medium,"Wolf Warehousing & Logistics, LLC.",,"Rancho Cucamonga, CA",25,0,0,"Ontario, CA","9843 6th St STE 102, Rancho Cucamonga, CA 91730, USA"
1000,74.27,90,33.3,5,3.3,US PL Greenwood Indiana,B,3pl,medium,Carroll Fulmer Logistics Corporation,,"Whiteland, IN",25,0,0,"Indianapolis, IN","1021 500 N, Whiteland, IN 46184, USA"
1001,74.27,90,33.3,5,3.3,US PL Ontario Factory,C,shipper,medium,Off Broadway Shoe Warehouse,,"Ontario, CA",25,0,0,"Ontario, CA","4380 Ontario Mills Pkwy, Ontario, CA 91764, USA"
1002,74.27,90,33.3,5,3.3,US PL Madison Factory,C,shipper,medium,Madison Hunger Task Force - Food Distribution Center,,"Madison, WI",25,0,0,"Madison, WI","309 W Washington Ave, Madison, WI 53703, USA"
1003,74.27,90,33.3,5,3.3,US PL Madison Factory,C,shipper,medium,Saint Mark's Lutheran Church - Food Distribution Center,,"Madison, WI",25,0,0,"Madison, WI","605 Spruce St, Madison, WI 53715, USA"
1004,74.27,90,33.3,5,3.3,US PL Denver Factory,C,shipper,medium,Denver Distribution Center: Gordon Restaurant Market,,"Denver, CO",25,0,0,"Denver, CO","5005 Kalamath St, Denver, CO 80221, USA"
1005,74.27,90,33.3,5,3.3,US PL Ontario Factory,C,shipper,low,QST Ingredients & Packaging,,"Rancho Cucamonga, CA",25,0,0,"Ontario, CA","9734 6th St, Rancho Cucamonga, CA 91730, USA"
1006,74.27,90,33.3,5,3.3,US PL Denver Factory,C,shipper,low,BASECAMP CO-PACK,,"Denver, CO",25,0,0,"Denver, CO","3225 E 42nd Ave Unit 1, Denver, CO 80216, USA"
1007,74.27,90,33.3,5,3.3,US PL Greenwood Indiana,C,shipper,low,United Natural Foods,unfi,"Greenwood, IN",25,0,0,"Indianapolis, IN","655 Commerce Pkwy E Dr, Greenwood, IN 46143, USA"
1008,74.25,58,90.7,5,16.2,US PL Greenwood Indiana,A,3pl,high,IDS Fulfillment,,"Plainfield, IN",25,18,25,"Indianapolis, IN","9431 AllPoints Pkwy, Plainfield, IN 46168, USA"
1009,74.2,97,20,5,1,US PL Denver Factory,C,shipper,low,All American Mini Storage,,"Denver, CO",15,0,0,"Denver, CO","545 Broadway, Denver, CO 80203, USA"
1010,74.18,63,82.7,5,14.1,US PL Denver Factory,A,shipper,high,"Shamrock Foods Delivery, Receiving & Distribution Center",,"Aurora, CO",25,22,15,"Denver, CO","22000 E 38th Ave, Aurora, CO 80019, USA"
1011,74.14,60,86.7,5,15.2,US PL Denver Factory,A,shipper,high,O'Reilly Auto Parts Distribution Center,,"Aurora, CO",20,25,20,"Denver, CO","24210 E 19th Ave UNIT 200, Aurora, CO 80019, USA"
1012,74.14,60,86.7,5,15.2,US PL Zephyrhills Factory,A,shipper,medium,Linder Industrial Machinery,,"Plant City, FL",15,25,25,"Tampa, FL","1601 S Frontage Rd, Plant City, FL 33563, USA"
1013,74.11,93,26.7,5,2.2,US DC NFI - Breinigsville,C,shipper,medium,"Millwood, Inc. (Alburtis) – Pallet Manufacturing Facility",,"Alburtis, PA",20,0,0,"Allentown, PA","8018 Quarry Rd #100, Alburtis, PA 18011, USA"
1014,74.11,93,26.7,5,2.2,US DC NFI - Breinigsville,C,shipper,low,Pratt Industries,,"Macungie, PA",20,0,0,"Allentown, PA","7533 Industrial Park Way, Macungie, PA 18062, USA"
1015,74.11,93,26.7,5,2.2,US DC NFI - Breinigsville,C,shipper,low,Evonik,,"Trexlertown, PA",20,0,0,"Allentown, PA","7001 Hamilton Blvd, Trexlertown, PA 18087, USA"
1016,74.11,89,33.3,5,3.4,US PL Greenwood Indiana,B,3pl,medium,Neovia Logistics,,"Greenwood, IN",25,0,0,"Indianapolis, IN","850 N Graham Rd Suite C, Greenwood, IN 46143, USA"
1017,74.11,89,33.3,5,3.4,US PL Denver Factory,B,3pl,medium,Macy's Logistics- Warehouse,,"Denver, CO",25,0,0,"Denver, CO","510 E 51st Ave, Denver, CO 80216, USA"
1018,74.11,89,33.3,5,3.4,US PL S Houston Factory,B,3pl,medium,Salina Nation Logistics LLC,,"Houston, TX",25,0,0,"Houston, TX","6005 Grace Ln, Houston, TX 77021, USA"
1019,74.11,89,33.3,5,3.4,US PL Pasadena Factory,B,shipper,medium,CCISD Central Warehouse,,"Webster, TX",25,0,0,"Houston, TX","2145 W Nasa Blvd, Webster, TX 77598, USA"
1020,74.11,89,33.3,5,3.4,US PL Sacramento Factory,C,shipper,medium,South Sacramento Christian Center - Food Distribution Center,,"Sacramento, CA",25,0,0,"Sacramento, CA","7710 Stockton Blvd, Sacramento, CA 95823, USA"
1021,74.11,89,33.3,5,3.4,US PL Ontario Factory,C,shipper,medium,Ontario Distribution Center,,"Ontario, CA",25,0,0,"Ontario, CA","5400 E Francis St, Ontario, CA 91761, USA"
1022,74.11,89,33.3,5,3.4,US PL Madison Factory,C,shipper,medium,Spartan Manufacturing,,"McFarland, WI",25,0,0,"Madison, WI","5101 Farwell St, McFarland, WI 53558, USA"
1023,74.11,89,33.3,5,3.4,US PL Ontario Factory,C,shipper,medium,National Distribution Center,,"Ontario, CA",25,0,0,"Ontario, CA","5140 E Santa Ana St, Ontario, CA 91761, USA"
1024,74.11,89,33.3,5,3.4,US PL Ontario Factory,C,3pl,medium,DC Logistics,,"Jurupa Valley, CA",25,0,0,"Ontario, CA","4685 Pier Enterprises Way Ste B, Jurupa Valley, CA 91752, USA"
1025,74.11,89,33.3,5,3.4,US PL Denver Factory,C,3pl,medium,Full Sail Logistics,,"Denver, CO",25,0,0,"Denver, CO","400 S Colorado Blvd Ste 240, Denver, CO 80246, USA"
1026,74.11,89,33.3,5,3.4,US PL Saratoga Spring Factory,C,shipper,low,Old World Gourmet Market,,"Saratoga Springs, NY",25,0,0,"Saratoga Springs, NY","3078 New York 50, 514 Broadway, Saratoga Springs, NY 12866, USA"
1027,74.11,89,33.3,5,3.4,US PL S Houston Factory,C,shipper,low,Sofo Foods of Texas,,"Houston, TX",25,0,0,"Houston, TX","11502 S Main St #230, Houston, TX 77025, USA"
1028,74.11,89,33.3,5,3.4,US PL Sacramento Factory,C,shipper,low,Buddy's Supermarket,,"Sacramento, CA",25,0,0,"Sacramento, CA","5984 14th Ave, Sacramento, CA 95820, USA"
1029,74.11,89,33.3,5,3.4,US PL Sacramento Factory,C,shipper,low,Maza Hummus,,"Sacramento, CA",25,0,0,"Sacramento, CA","9235 Folsom Blvd, Sacramento, CA 95826, USA"
1030,74.11,67,93.3,3,11.8,US PL Cabazon Factory,A,shipper,high,Lowe's Flatbed Distribution Center MyJob,,"Beaumont, CA",20,25,25,"Ontario, CA","862 W 4th St, Beaumont, CA 92223, USA"
1031,74.1,57,93.3,5,17.1,US PL Pasadena Factory,A,shipper,high,Walmart Distribution Center - 7042 (Phase 2),walmart,"Mont Belvieu, TX 77523, USA",20,25,25,"Houston, TX","Mont Belvieu, TX 77523, USA"
1032,74.09,55,96,5,17.9,US PL Allentown NPL Factory,A,3pl,high,Fastenal Fulfillment Center,,"Reading, PA",25,22,25,"Allentown, PA","170 Corporate Dr, Reading, PA 19605, USA"
1033,74.07,99,16,5,0.4,US PL Sacramento Factory,D,shipper,low,Viking Steel,,"Sacramento, CA",12,0,0,"Sacramento, CA","8610 Elder Creek Rd, Sacramento, CA 95828, USA"
1034,74.07,64,100,3,13.5,US PL Cabazon Factory,A,parcel,medium,FedEx ground station,fedex,"Palm Springs, CA",25,25,25,"Palm Springs, CA","411 Garnet Ave, Palm Springs, CA 92262, USA"
1035,74.06,66,96,3,12.5,US PL Zephyrhills Factory,A,carrier,medium,Estes Express Lines,,"Wesley Chapel, FL",25,22,25,"Tampa, FL","2818 Cypress Ridge Blvd., Wesley Chapel, FL 33544, USA"
1036,74.03,60,86.7,5,15.3,US PL S Houston Factory,A,shipper,high,Kroger Distribution Center,kroger,"Houston, TX",20,25,20,"Houston, TX","9835 Genard Rd, Houston, TX 77041, USA"
1037,74.02,96,20,5,1.1,US PL S Houston Factory,C,shipper,low,"The Dupuy Group | Houston",,"Houston, TX",15,0,0,"Houston, TX","7703 Cannon St, Houston, TX 77021, USA"
1038,74.01,61,84,5,14.6,US DC NFI - Breinigsville,A,3pl,high,Kenco Logistics Services,kenco-logistics-services,"Northampton, PA",25,18,20,"Allentown, PA","150 Cesanek Rd, Northampton, PA 18067, USA"
1039,74,56,93.3,5,17.2,US PL Zephyrhills Factory,A,shipper,high,IKEA Distribution Center,,"Lakeland, FL",20,25,25,"Tampa, FL","5360 Allen K Breed Hwy, Lakeland, FL 33811, USA"
1040,73.96,58,89.3,5,16.1,US PL Greenwood Indiana,A,shipper,high,Lennox Distribution Center,,"Indianapolis, IN",20,22,25,"Indianapolis, IN","8525 E 33rd St, Indianapolis, IN 46226, USA"
1041,73.94,93,26.7,5,2.3,US PL S Houston Factory,C,shipper,medium,Arcot Manufacturing Corporation,,"Houston, TX",20,0,0,"Houston, TX","2950 Mowery Rd, Houston, TX 77045, USA"
1042,73.94,93,26.7,5,2.3,US PL Denver Factory,C,shipper,medium,Community College of Denver's Advanced Manufacturing Center,,"Denver, CO",20,0,0,"Denver, CO","2570 31st St, Denver, CO 80216, USA"
1043,73.94,93,26.7,5,2.3,US PL Ontario Factory,C,shipper,medium,JNL Spring Manufacturing Co,,"Ontario, CA",20,0,0,"Ontario, CA","4201 E Santa Ana St # A, Ontario, CA 91761, USA"
1044,73.94,93,26.7,5,2.3,US PL Poland Spring Factory,C,shipper,medium,Precision Manufacturing Consulting llc,,"Poland, ME",20,0,0,"Auburn, ME","6 White Oak Hill Rd, Poland, ME 04274, USA"
1045,73.94,93,26.7,5,2.3,US PL Hollis Factory,C,carrier,low,Johnson Trucking Inc,,"Hollis, ME",20,0,0,"Auburn, ME","40 Rockwood Ln, Hollis, ME 04042, USA"
1046,73.94,93,26.7,5,2.3,US PL Ontario Factory,C,shipper,low,Amrep Inc,,"Ontario, CA",20,0,0,"Ontario, CA","1555 S Cucamonga Ave, Ontario, CA 91761, USA"
1047,73.94,93,26.7,5,2.3,US PL Madison Factory,C,shipper,low,Jaeckle Distributors,,"Madison, WI",20,0,0,"Madison, WI","4101 Owl Creek Dr, Madison, WI 53718, USA"
1048,73.94,93,26.7,5,2.3,US PL Ontario Factory,C,shipper,low,California Industrial Refrigeration,,"Eastvale, CA",20,0,0,"Ontario, CA","3197 Cornerstone Dr, Eastvale, CA 91752, USA"
1049,73.94,89,33.3,5,3.5,US PL Ontario Factory,B,3pl,medium,"Logistics Plus - Ontario, CA Warehouse",,"Ontario, CA",25,0,0,"Ontario, CA","1291 S Vintage Ave, Ontario, CA 91761, USA"
1050,73.94,89,33.3,5,3.5,US DC Hot Springs (WHSE),C,shipper,medium,Warehouse Paint Co. Benjamin Moore,,"Hot Springs, AR",25,0,0,"Little Rock, AR","950 Airport Rd C, Hot Springs, AR 71913, USA"
